2024-11-19 17:01:03 [Catalina-utility-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'RequestServlet'
2024-11-19 17:02:42 [http-nio-8080-exec-139] INFO  com.task.Controller.UserController - User requesting Home page!
2024-11-19 17:02:58 [http-nio-8080-exec-141] INFO  com.task.Controller.UserController - Attempting to authenticate user with the mail Id :Nikitha@gmail.com
2024-11-19 17:02:58 [http-nio-8080-exec-141] INFO  com.task.Service.UserService - Attempting authentication for user with emailId: Nikitha@gmail.com
2024-11-19 17:02:58 [http-nio-8080-exec-141] INFO  com.task.Service.UserService - Checking user with emailId: Nikitha@gmail.com
2024-11-19 17:02:58 [http-nio-8080-exec-141] WARN  org.hibernate.orm.deprecation - HHH90000022: Hibernate's legacy org.hibernate.Criteria API is deprecated; use the JPA javax.persistence.criteria.CriteriaQuery instead
2024-11-19 17:02:58 [http-nio-8080-exec-141] INFO  com.task.Service.UserService - Updating credentials for user with emailId: Nikitha@gmail.com
2024-11-19 17:02:58 [http-nio-8080-exec-141] INFO  com.task.Repository.UserRepository - Successfully saved login information: Login{id=174, loginDate=2024-11-19T17:02:58.173225200}
2024-11-19 17:02:58 [http-nio-8080-exec-141] INFO  com.task.Service.UserService - Credentials updated for user with emailId: Nikitha@gmail.com
2024-11-19 17:02:58 [http-nio-8080-exec-141] INFO  com.task.Service.UserService - User with emailId: Nikitha@gmail.com authenticated successfully
2024-11-19 17:02:58 [http-nio-8080-exec-141] INFO  com.task.Controller.UserController - User authenticated succesfully: Nikitha@gmail.com
2024-11-19 17:02:58 [http-nio-8080-exec-141] INFO  com.task.Controller.UserController - Redirecting user to /users
2024-11-19 17:02:58 [http-nio-8080-exec-142] INFO  com.task.Service.UserService - Preparing user page for page number: 1 with page size: 10
2024-11-19 17:02:58 [http-nio-8080-exec-142] WARN  org.hibernate.orm.deprecation - HHH90000022: Hibernate's legacy org.hibernate.Criteria API is deprecated; use the JPA javax.persistence.criteria.CriteriaQuery instead
2024-11-19 17:02:58 [http-nio-8080-exec-142] WARN  org.hibernate.orm.deprecation - HHH90000022: Hibernate's legacy org.hibernate.Criteria API is deprecated; use the JPA javax.persistence.criteria.CriteriaQuery instead
2024-11-19 17:02:58 [http-nio-8080-exec-142] INFO  com.task.Service.UserService - User page prepared with total users: 11 and total pages: 2
2024-11-19 17:02:58 [http-nio-8080-exec-142] INFO  com.task.Controller.UserController - Redirecting User to Home page succesfully!
2024-11-19 17:06:05 [http-nio-8080-exec-139] INFO  com.task.Controller.UserController - User requesting Home page!
